Data,Label
meri beti ki tabiyat khrab h please paisa bhj da,S
Ap ke lucky draw nikla hai aapna account number da da for transfer.,S
dada ki tabiyat kesi ha ab,N
mama uncle ku na bhaija ma khud a jao ga,N
kia khila ra phir,N
sir ap ki lottery nikla ha apna contact number share kr da,S
Ap ke lucky draw nikla h aapna account number da da for transfer.,S
sir aapkaa total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
meri beti ki tabiyat khairab hai plese paisa bhaij da,S
sir aap ki lottery nikla h aapna contact number shre kr da,S
ap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye apna account password dein,S
Baba kidher hin?,N
Ap ke bank account freeze ho gaya,S
hair roz kei 100 ruppe jetne kei liye OTP bataye,S
kisi bhi cheez ki kharidari ya bechne kei liye OLX par aj hi jayein,N
Kyaa Sameed ke result agaya?,N
Aaj khaianey mai kyaa banaya?,N
sir aap ki lottery nikla h aapna contact number shre kr da,S
kia chal raha ha,N
AJ KAL KAHA HUTA HA,N
Aaj mosam kesaa hai?,N
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
aoa uncle ma aapka cousin bat kr rahai hu mujhai paisa chaihiya,S
maam plz apna bank account number da da,S
Baba kyaa krrhey hain?,N
ap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye apna account password dein,S
Kyaa Sameed kaa result agaya?,N
Aaj mosam kesaa hai?,N
sir aap ki lottery nikla ha aapna contact number share kr da,S
hair roz kei 100 ruppe jetne kei liye OTP bataye,S
Ainaam jetne kei liye OTP haime bataye,S
Baba kyaa krrhey haiin?,N
Hello ma kaasi hu aap,N
Mam ma apkaa bank sa baat kr raha hu plese apna bank number bata da,S
ma hospital ma hu mujhai paisu ki zarurat hai,S
ma apke daraz ke packegae kla raha hu plese location bata da,N
mera bank kaa masla hua wa aap aapna account number bhj sakta hu plz,S
ji achai tu aapkaa naam hai card par chaila OTP please bhaij da,S
ji acha tu apkaa naam ha card par chala OTP please bhaj da,S
mera bank kaa masla hua wa aap aapna account number bhaj sakta hu plese,S
meri beti ki tabiyat khrab h please paisa bhj da,S
Ap kaa bank account freeze ho gaya,S
kia khila ra phir,N
Ainaam jetne kei liye OTP hme bataye,S
aoa uncle ma aapke cousin bat kr raha hu mujha paisa chahiya,S
kisi bhi cheez ki khairidari ya bechne kei liye OLX par aj hi jayein,N
Aoa ma nadra sa baat kr raha hu mujha aap kaa id card number ki zarurt ha,S
kia khila ra phir,N
deye gaye number par rabta karke ainaam jete,S
ma hospital ma hu mujh paisu ki zarurat h,S
Aoa ma nadra sa baat kr raha hu mujha aap ka id card number ki zarurt ha,S
aoa uncle ma aapkaa cousin bat kr raha hu mujha paisa chahiya,S
kia kerna phir aga,N
Mam ma aapke bank sa baat kr rahai hu plese aapna bank number bata da,S
meri beti ki tabiyat khrab h please paisa bhj da,S
Hello ma kaasi hu ap,N
Baba kidher hin?,N
ji acha tu apka naam ha card par chala otp plese bhaj da,S
ghr wala theek h,N
ap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye apna account password dein,S
Hello ma kesi hu aap,N
mama uncle ku na bhaja ma khud a jao ga,N
Kyaa Sameed ke result agaya?,N
AJ KAL KAHA HUTA HA,N
kia khila ra phir,N
har roz kei 100 ruppe jetne kei liye OTP bataye,S
ma hospital ma hu mujha paisu ki zarurat ha,S
ma apkaa daraz kaa packaagae kla raha hu plz location bata da,N
dada ki tabiyat kesi h ab,N
maam plz aapna bank account number da da,S
sir ap ki lottery nikla ha apna contact number share kr da,S
AJ KAL KAHA HUTA HA,N
sir aap ki lottery nikla h aapna contact number shre kr da,S
hn yaar kesa hai,N
ji acha tu apkaa naam ha card par chala otp please bhaj da,S
mera bank ke masla hua wa ap apna account number bhj sakta hu plz,S
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
Ap kaa lucky draw nikla ha aapna account number da da for transfer.,S
Aoa ma nadra sa baat kr rahai hu mujhai ap ke id card number ki zarurt hai,S
Hello ma kesi hu ap,N
har roz kei 100 ruppe jetne kei liye OTP bataye,S
Kyaa aap theek hain?,N
kia khila ra phir,N
ap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye apna account password dein,S
kisi bhi cheez ki khridari ya bechne kei liye OLX par aj hi jayein,N
ma apka daraz ka packagae kla rah hu please location bata da,N
Sameed kesaa hi?,N
kia kaarna phir aga,N
aoa uncle ma apka cousin bat kr raha hu mujha paisa chahiya,S
Aaap kyaa krrhi hin?,N
Aaj mosam kesaa hai?,N
sir aap ki lottery nikla ha aapna contact number share kr da,S
ji mam aap kaa order kidr lana hai,N
Ap ka lucky draw nikla hai apna account number da da for transfer.,S
kia khila ra phir,N
Baba kidher hain?,N
Kyaa Sameed kaa result agaya?,N
Hello ma kasi hu aap,N
hn yaar kasa hai,N
aoa uncle ma aapke cousin bat kr rah hu mujh paisa chhiya,S
ap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye apna account password dein,S
apka account haick ho gaya haii sahi karni kei liye OTP batayin,S
Aaj mosam kesaa hi?,N
Ap kaa lucky draw nikla h aapna account number da da for transfer.,S
Hello ma kaasi hu ap,N
Mam ma aapkaa bank sa baat kr raha hu plz aapna bank number bata da,S
ap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye apna account password dein,S
Aaj mosam kesaa hai?,N
Ap ke bank account freeze ho gaya,S
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
ji mam aap kaa order kidr lana ha,N
kia khila ra phir,N
ma apke daraz ke packegae kla raha hu please location bata da,N
Baba kyaa krrhey hain?,N
Ainaam jetne kei liye OTP hme bataye,S
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
deye gaye number par rabta karke ainaam jete,S
kisi bhi cheez ki khairidari ya bechne kei liye OLX par aj hi jayein,N
Hello ma kasi hu ap,N
aap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye aapna account password dein,S
hn yaar kaasa h,N
ma hospital ma hu mujhai paisu ki zarurat hai,S
Aap kyaa krrhi hain?,N
ma hospital ma hu mujh paisu ki zarurat h,S
Aap kyaa krrhi hain?,N
Mam ma aapke bank sa baat kr raha hu please aapna bank number bata da,S
deye gaye number par rabta kerke ainaam jete,S
Aaj mosam kesaa haii?,N
Baba kidher hin?,N
Ap kaa lucky draw nikla ha aapna account number da da for transfer.,S
Ap ke lucky draw nikla ha apna account number da da for transfer.,S
ji acha tu aapka naam ha card par chala otp please bhaj da,S
sir aapke total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
maam please aapna bank account number da da,S
Aaj mosam kesaa haii?,N
kia kaarna phir aga,N
deye gaye number par rabta kerke ainaam jete,S
Ap ka bank account freeze ho gaya,S
Aoa ma nadra sa baat kr rah hu mujh ap ka id card number ki zarurt h,S
Kyaa aaap theek hin?,N
ji mam aap ka order kidr lana h,N
Aaj mosam kesaa hai?,N
kia kaarna phir aga,N
kia khila ra phir,N
Ainaam jetne kei liye OTP haime bataye,S
aoa uncle ma aapka cousin bat kr rahai hu mujhai paisa chaihiya,S
Aaj khaaney mai kyaa banaya?,N
ji achai tu apke naam hai card par chaila otp plz bhaij da,S
maam please aapna bank account number da da,S
Ainaam jetne kei liye OTP haime bataye,S
ma hospital ma hu mujh paisu ki zarurat h,S
aoa uncle ma aapkaa cousin bat kr rahai hu mujhai paisa chaihiya,S
Aaj khaney mai kyaa banaya?,N
kia kaarna phir aga,N
ji mam aap kaa order kidr lana hai,N
sir apke total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
Ainaam jetne kei liye OTP hme bataye,S
aoa uncle ma aapka cousin bat kr rah hu mujh paisa chhiya,S
kia khila ra phir,N
Kyaa aap theek hain?,N
dada ki tabiyat kasi hai ab,N
kisi bhi cheez ki kharidari ya bechne kei liye OLX par aj hi jayein,N
dada ki tabiyat kaasi h ab,N
ap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye apna account password dein,S
Hello ma kasi hu ap,N
ma hospital ma hu mujha paisu ki zarurat ha,S
Kyaa aaap theek hain?,N
mama uncle ku na bhja ma khud a jao ga,N
apka account haick ho gaya haii sahi karni kei liye OTP batayin,S
dada ki tabiyat kasi ha ab,N
Aaj khaianey mai kyaa banaya?,N
kia chail rahai hai,N
Kyaa Sameed ke result agaya?,N
har roz kei 100 ruppe jetne kei liye OTP bataye,S
hn yaar kesa ha,N
Sameed kesaa haii?,N
Baba kyaa krrhey hin?,N
Baba kidher hin?,N
mera bank kaa masla hua wa aap aapna account number bhj sakta hu please,S
kisi bhi cheez ki khairidari ya bechne kei liye OLX par aj hi jayein,N
apka account hck ho gaya hi sahi karni kei liye OTP batayin,S
Ap ke bank account freeze ho gaya,S
aoa uncle ma apke cousin bat kr rahai hu mujhai paisa chaihiya,S
meri beti ki tabiyat khrab h plese paisa bhj da,S
Aoa ma nadra sa baat kr rahai hu mujhai aap ke id card number ki zarurt hai,S
aoa uncle ma apke cousin bat kr raha hu mujha paisa chahiya,S
aoa uncle ma apkaa cousin bat kr rahai hu mujhai paisa chaihiya,S
meri beti ki tabiyat khrab h please paisa bhj da,S
aapke account hack ho gaya hai sahi kerni kei liye OTP batayin,S
Kyaa Sameed kaa result agaya?,N
Sameed kesaa hi?,N
ghair wala theek hai,N
sir ap ki lottery nikla hai apna contact number shaire kr da,S
Aaj khaaney mai kyaa banaya?,N
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
meri beti ki tabiyat khairab hai plese paisa bhaij da,S
dada ki tabiyat kesi ha ab,N
Ap ka bank account freeze ho gaya,S
Aaj khaianey mai kyaa banaya?,N
Kyaa aap theek hin?,N
aap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye aapna account password dein,S
aapke account hack ho gaya hai sahi kerni kei liye OTP batayin,S
aoa uncle ma aapka cousin bat kr raha hu mujha paisa chahiya,S
Hello ma kasi hu ap,N
kia chl rah h,N
ji mam ap kaa order kidr lana hai,N
ma hospital ma hu mujh paisu ki zarurat h,S
ma hospital ma hu mujh paisu ki zarurat h,S
aoa uncle ma apke cousin bat kr raha hu mujha paisa chahiya,S
ji mam aap ka order kidr lana h,N
Aaj mosam kesaa hi?,N
deye gaye number par rabta kerke ainaam jete,S
Sameed kesaa hai?,N
meri beti ki tabiyat khairab hai please paisa bhaij da,S
ghr wala theek h,N
sir ap ki lottery nikla hai apna contact number shaire kr da,S
Hello ma kasi hu aap,N
ji mam aap kaa order kidr lana ha,N
AJ KAL KAHA HUTA HA,N
kia khila ra phir,N
Baba kidher hain?,N
maam plese aapna bank account number da da,S
Ap kaa bank account freeze ho gaya,S
dada ki tabiyat kesi ha ab,N
deye gaye number par rabta kaarke ainaam jete,S
sir aapkaa total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
ma hospital ma hu mujhai paisu ki zarurat hai,S
meri beti ki tabiyat kharab ha please paisa bhaj da,S
meri beti ki tabiyat kharab ha please paisa bhaj da,S
kisi bhi cheez ki kharidari ya bechne kei liye OLX par aj hi jayein,N
hn yaar kesa hai,N
aap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye aapna account password dein,S
Aoa ma nadra sa baat kr rah hu mujh aap kaa id card number ki zarurt h,S
Ap ka lucky draw nikla h apna account number da da for transfer.,S
ji mam ap ka order kidr lana hai,N
sir aap ki lottery nikla ha aapna contact number share kr da,S
aoa uncle ma aapka cousin bat kr raha hu mujha paisa chahiya,S
mera bank kaa masla hua wa ap apna account number bhaj sakta hu plz,S
AJ KAL KAHA HUTA HA,N
mera bank ke masla hua wa aap aapna account number bhaij sakta hu please,S
Ap ka lucky draw nikla hai aapna account number da da for transfer.,S
mama uncle ku na bhja ma khud a jao ga,N
hn yaar kesa hai,N
Baba kyaa krrhey haiin?,N
Hello ma kaasi hu aap,N
sir aapkaa total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
kia karna phir aga,N
maam plese aapna bank account number da da,S
Aaj mosam kesaa hi?,N
ji acha tu apkaa naam ha card par chala otp plese bhaj da,S
Baba kidher hin?,N
Ainaam jetne kei liye OTP haime bataye,S
sir aap ki lottery nikla ha aapna contact number share kr da,S
ji acha tu apka naam ha card par chala OTP please bhaj da,S
Aaj mosam kesaa hi?,N
sir aap ki lottery nikla ha aapna contact number share kr da,S
Sameed kesaa haii?,N
maam plese apna bank account number da da,S
Hello ma kaasi hu aap,N
Ap ke bank account freeze ho gaya,S
meri beti ki tabiyat kharab ha plz paisa bhaj da,S
sir ap ki lottery nikla ha apna contact number share kr da,S
ji mam aap ka order kidr lana h,N
Kyaa Sameed ka result agaya?,N
Sameed kesaa haii?,N
Ap ka bank account freeze ho gaya,S
Ainaam jetne kei liye OTP hme bataye,S
Aoa ma nadra sa baat kr raha hu mujha ap kaa id card number ki zarurt ha,S
apke account hck ho gaya hi sahi kerni kei liye OTP batayin,S
Aoa ma nadra sa baat kr raha hu mujha ap ke id card number ki zarurt ha,S
Aoa ma nadra sa baat kr rah hu mujh ap ka id card number ki zarurt h,S
maam please apna bank account number da da,S
Aaj mosam kesaa hi?,N
Ap kaa lucky draw nikla h apna account number da da for transfer.,S
kia kerna phir aga,N
Aaj mosam kesaa hi?,N
Mam ma aapka bank sa baat kr rah hu plese aapna bank number bata da,S
Hello ma kasi hu ap,N
mama uncle ku na bhja ma khud a jao ga,N
ma apke daraz ke packegae kla raha hu please location bata da,N
ji mam aap ke order kidr lana ha,N
aoa uncle ma apkaa cousin bat kr raha hu mujha paisa chahiya,S
Mam ma aapka bank sa baat kr raha hu please aapna bank number bata da,S
maam please apna bank account number da da,S
dada ki tabiyat kesi hai ab,N
Aaj mosam kesaa hai?,N
Kyaa Sameed ke result agaya?,N
apke account hck ho gaya hi sahi kerni kei liye OTP batayin,S
kisi bhi cheez ki kharidari ya bechne kei liye OLX par aj hi jayein,N
Aoa ma nadra sa baat kr raha hu mujha ap ka id card number ki zarurt ha,S
hair roz kei 100 ruppe jetne kei liye OTP bataye,S
deye gaye number par rabta kerke ainaam jete,S
ap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye apna account password dein,S
AJ KAL KAHA HUTA HA,N
Hello ma kesi hu ap,N
Aoa ma nadra sa baat kr raha hu mujha aap kaa id card number ki zarurt ha,S
mama uncle ku na bhja ma khud a jao ga,N
kia karna phir aga,N
ji achai tu apkaa naam hai card par chaila otp please bhaij da,S
ghr wala theek h,N
Sameed kesaa haii?,N
maam please apna bank account number da da,S
kia kaarna phir aga,N
meri beti ki tabiyat khrab h please paisa bhj da,S
Sameed kesaa haii?,N
ap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye apna account password dein,S
Kyaa Sameed ke result agaya?,N
aoa uncle ma apke cousin bat kr rah hu mujh paisa chhiya,S
kia chl rah h,N
hair roz kei 100 ruppe jetne kei liye OTP bataye,S
Sameed kesaa hai?,N
kia chal raha ha,N
Ap ka bank account freeze ho gaya,S
hn yaar kaasa ha,N
aapka account hck ho gaya hi sahi karni kei liye OTP batayin,S
ma hospital ma hu mujh paisu ki zarurat h,S
Baba kyaa krrhey haiin?,N
Aaj khaney mai kyaa banaya?,N
Aap kyaa krrhi hain?,N
Ainaam jetne kei liye OTP hme bataye,S
deye gaye number par rabta karke ainaam jete,S
ma hospital ma hu mujhai paisu ki zarurat hai,S
Aoa ma nadra sa baat kr rahai hu mujhai ap kaa id card number ki zarurt hai,S
Ap ke bank account freeze ho gaya,S
ma hospital ma hu mujha paisu ki zarurat ha,S
maam plese aapna bank account number da da,S
maam please aapna bank account number da da,S
Ainaam jetne kei liye OTP hme bataye,S
Kyaa Sameed ke result agaya?,N
Ap ke bank account freeze ho gaya,S
ma aapkaa daraz kaa packaagae kla rah hu plz location bata da,N
ji achai tu apka naam hai card par chaila OTP plese bhaij da,S
Sameed kesaa haii?,N
kia khila ra phir,N
mama uncle ku na bhaja ma khud a jao ga,N
sir ap ki lottery nikla hai apna contact number shaire kr da,S
mera bank kaa masla hua wa ap apna account number bhaij sakta hu please,S
sir aap ki lottery nikla hai aapna contact number shaire kr da,S
sir aapkaa total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
Sameed kesaa haii?,N
mama uncle ku na bhaja ma khud a jao ga,N
meri beti ki tabiyat kharab ha plese paisa bhaj da,S
meri beti ki tabiyat khairab hai plz paisa bhaij da,S
kia kaarna phir aga,N
dada ki tabiyat kesi hai ab,N
Aoa ma nadra sa baat kr rah hu mujh ap ka id card number ki zarurt h,S
sir ap ki lottery nikla ha apna contact number share kr da,S
ma hospital ma hu mujhai paisu ki zarurat hai,S
Aaj mosam kesaa hai?,N
dada ki tabiyat kesi h ab,N
hn yaar kasa hai,N
kia chail rahai hai,N
ji mam aap ka order kidr lana h,N
Kyaa Sameed kaa result agaya?,N
ma aapke daraz ke packegae kla rahai hu plz location bata da,N
meri beti ki tabiyat kharab ha please paisa bhaj da,S
meri beti ki tabiyat khrab h please paisa bhj da,S
Kyaa Sameed ke result agaya?,N
hn yaar kasa h,N
Baba kyaa krrhey hin?,N
Kyaa Sameed kaa result agaya?,N
Aaj mosam kesaa haii?,N
kia chl rah h,N
deye gaye number par rabta kaarke ainaam jete,S
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
AJ KAL KAHA HUTA HA,N
maam please aapna bank account number da da,S
sir aapke total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
Kyaa Sameed ka result agaya?,N
ji achai tu aapke naam hai card par chaila OTP plese bhaij da,S
deye gaye number par rabta kaarke ainaam jete,S
Kyaa Sameed kaa result agaya?,N
Sameed kesaa hi?,N
aoa uncle ma apka cousin bat kr rah hu mujh paisa chhiya,S
kia chail rahai hai,N
Ainaam jetne kei liye OTP haime bataye,S
ma hospital ma hu mujha paisu ki zarurat ha,S
aapka account hack ho gaya hai sahi karni kei liye OTP batayin,S
kisi bhi cheez ki kharidari ya bechne kei liye OLX par aj hi jayein,N
Ap ke lucky draw nikla ha apna account number da da for transfer.,S
ji achai tu apka naam hai card par chaila otp plese bhaij da,S
mera bank ka masla hua wa aap aapna account number bhaj sakta hu plese,S
Aaj khaianey mai kyaa banaya?,N
kia khila ra phir,N
aapka account hck ho gaya hi sahi karni kei liye OTP batayin,S
sir aap ki lottery nikla hai aapna contact number shaire kr da,S
hn yaar kesa ha,N
ji mam ap ka order kidr lana hai,N
ji mam ap ka order kidr lana h,N
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
aapka account hack ho gaya hai sahi karni kei liye OTP batayin,S
ji acha tu apkaa naam ha card par chala OTP please bhaj da,S
Aap kyaa krrhi hain?,N
kia chail rahai hai,N
Baba kyaa krrhey hin?,N
meri beti ki tabiyat khairab hai please paisa bhaij da,S
ji ach tu apka naam h card par chla otp please bhj da,S
sir aap ki lottery nikla h aapna contact number shre kr da,S
kia kerna phir aga,N
ma hospital ma hu mujhai paisu ki zarurat hai,S
kisi bhi cheez ki kharidari ya bechne kei liye OLX par aj hi jayein,N
mama uncle ku na bhja ma khud a jao ga,N
kia karna phir aga,N
Baba kidher haiin?,N
Kyaa Sameed kaa result agaya?,N
Kyaa aaap theek hin?,N
kia chail rahai hai,N
Sameed kesaa hi?,N
apkaa account haick ho gaya haii sahi kaarni kei liye OTP batayin,S
sir ap ki lottery nikla h apna contact number shre kr da,S
Kyaa Sameed ke result agaya?,N
Aaj khaaney mai kyaa banaya?,N
Mam ma apke bank sa baat kr rahai hu please apna bank number bata da,S
sir apke total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
kia kaarna phir aga,N
AJ KAL KAHA HUTA HA,N
Aaj mosam kesaa hai?,N
ma apka daraz ka packagae kla rahai hu plese location bata da,N
Aoa ma nadra sa baat kr raha hu mujha ap ka id card number ki zarurt ha,S
Mam ma apke bank sa baat kr rahai hu plz apna bank number bata da,S
ap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye apna account password dein,S
AJ KAL KAHA HUTA HA,N
kia chail rahai hai,N
Hello ma kaasi hu ap,N
ji achai tu apkaa naam hai card par chaila otp plese bhaij da,S
Aaj khaaney mai kyaa banaya?,N
maam plese aapna bank account number da da,S
Kyaa Sameed ke result agaya?,N
sir aap ki lottery nikla ha aapna contact number share kr da,S
sir aap ki lottery nikla h aapna contact number shre kr da,S
dada ki tabiyat kaasi hai ab,N
sir aapke total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
ghr wala theek h,N
sir aapka total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
Aaap kyaa krrhi hin?,N
ma apke daraz ke packegae kla raha hu please location bata da,N
hair roz kei 100 ruppe jetne kei liye OTP bataye,S
mama uncle ku na bhja ma khud a jao ga,N
ma hospital ma hu mujha paisu ki zarurat ha,S
sir aapkaa total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
meri beti ki tabiyat khrab h please paisa bhj da,S
mera bank kaa masla hua wa aap aapna account number bhaij sakta hu plz,S
kia chl rah h,N
hn yaar kesa h,N
kia khila ra phir,N
ma hospital ma hu mujh paisu ki zarurat h,S
kia kaarna phir aga,N
kia khila ra phir,N
Aaj khaianey mai kyaa banaya?,N
deye gaye number par rabta kerke ainaam jete,S
hair roz kei 100 ruppe jetne kei liye OTP bataye,S
ji mam aap ka order kidr lana h,N
sir ap ki lottery nikla hai apna contact number shaire kr da,S
ji ach tu aapka naam h card par chla otp please bhj da,S
ghr wala theek h,N
mera bank ka masla hua wa aap aapna account number bhaij sakta hu plese,S
kia karna phir aga,N
ap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye apna account password dein,S
aapka account hack ho gaya hai sahi karni kei liye OTP batayin,S
deye gaye number par rabta kerke ainaam jete,S
ap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye apna account password dein,S
kisi bhi cheez ki kharidari ya bechne kei liye OLX par aj hi jayein,N
AJ KAL KAHA HUTA HA,N
maam please apna bank account number da da,S
ap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye apna account password dein,S
sir apkaa total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
sir apke total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
Hello ma kasi hu ap,N
Sameed kesaa hi?,N
deye gaye number par rabta kaarke ainaam jete,S
aoa uncle ma apkaa cousin bat kr raha hu mujha paisa chahiya,S
sir aap ki lottery nikla h aapna contact number shre kr da,S
maam please apna bank account number da da,S
sir ap ki lottery nikla ha apna contact number share kr da,S
ghair wala theek hai,N
hn yaar kasa h,N
Mam ma apke bank sa baat kr raha hu plz apna bank number bata da,S
aap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye aapna account password dein,S
ji mam aap ke order kidr lana hai,N
sir aapka total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
ma hospital ma hu mujhai paisu ki zarurat hai,S
Baba kidher haiin?,N
ma hospital ma hu mujhai paisu ki zarurat hai,S
Baba kyaa krrhey hin?,N
Aaj khaney mai kyaa banaya?,N
Aaj khaianey mai kyaa banaya?,N
Aoa ma nadra sa baat kr rahai hu mujhai aap ka id card number ki zarurt hai,S
Aaj mosam kesaa hi?,N
kisi bhi cheez ki khridari ya bechne kei liye OLX par aj hi jayein,N
aapke account hck ho gaya hi sahi kerni kei liye OTP batayin,S
mera bank ke masla hua wa aap aapna account number bhaij sakta hu please,S
Ainaam jetne kei liye OTP haime bataye,S
ghar wala theek ha,N
ghair wala theek hai,N
Kyaa Sameed kaa result agaya?,N
aapke account hack ho gaya hai sahi kerni kei liye OTP batayin,S
mera bank kaa masla hua wa ap apna account number bhaj sakta hu plese,S
ghar wala theek ha,N
hn yaar kaasa hai,N
Mam ma apkaa bank sa baat kr rah hu plz apna bank number bata da,S
sir aap ki lottery nikla ha aapna contact number share kr da,S
AJ KAL KAHA HUTA HA,N
kia chal raha ha,N
meri beti ki tabiyat khairab hai please paisa bhaij da,S
Ainaam jetne kei liye OTP hme bataye,S
Aaj mosam kesaa haii?,N
Aaj khaney mai kyaa banaya?,N
AJ KAL KAHA HUTA HA,N
deye gaye number par rabta kaarke ainaam jete,S
Sameed kesaa haii?,N
AJ KAL KAHA HUTA HA,N
aap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye aapna account password dein,S
ji acha tu apkaa naam ha card par chala OTP please bhaj da,S
Kyaa Sameed kaa result agaya?,N
Ap ka bank account freeze ho gaya,S
Baba kidher hin?,N
Mam ma apke bank sa baat kr raha hu plese apna bank number bata da,S
kia chal raha ha,N
kisi bhi cheez ki khairidari ya bechne kei liye OLX par aj hi jayein,N
ma hospital ma hu mujha paisu ki zarurat ha,S
har roz kei 100 ruppe jetne kei liye OTP bataye,S
mama uncle ku na bhaja ma khud a jao ga,N
Hello ma kasi hu aap,N
meri beti ki tabiyat khairab hai plese paisa bhaij da,S
ghair wala theek hai,N
AJ KAL KAHA HUTA HA,N
Hello ma kesi hu ap,N
Ap ke lucky draw nikla hai aapna account number da da for transfer.,S
aapke account hack ho gaya hai sahi kerni kei liye OTP batayin,S
ma apke daraz ke packegae kla rah hu plese location bata da,N
maam plz aapna bank account number da da,S
aap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye aapna account password dein,S
dada ki tabiyat kaasi h ab,N
Kyaa Sameed ke result agaya?,N
Sameed kesaa hi?,N
Aap kyaa krrhi haiin?,N
aapkaa account hack ho gaya hai sahi kaarni kei liye OTP batayin,S
sir aap ki lottery nikla hai aapna contact number shaire kr da,S
sir ap ki lottery nikla h apna contact number shre kr da,S
Sameed kesaa hi?,N
kisi bhi cheez ki khridari ya bechne kei liye OLX par aj hi jayein,N
kisi bhi cheez ki kharidari ya bechne kei liye OLX par aj hi jayein,N
mera bank ke masla hua wa ap apna account number bhj sakta hu plz,S
ji acha tu aapke naam ha card par chala otp plese bhaj da,S
kisi bhi cheez ki kharidari ya bechne kei liye OLX par aj hi jayein,N
Aap kyaa krrhi hain?,N
Sameed kesaa hi?,N
Mam ma aapke bank sa baat kr raha hu plese aapna bank number bata da,S
meri beti ki tabiyat khrab h plese paisa bhj da,S
aap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye aapna account password dein,S
ma hospital ma hu mujh paisu ki zarurat h,S
sir apke total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
kia kerna phir aga,N
Ainaam jetne kei liye OTP hme bataye,S
maam please apna bank account number da da,S
Ainaam jetne kei liye OTP haime bataye,S
Aaj mosam kesaa hai?,N
sir aap ki lottery nikla ha aapna contact number share kr da,S
Mam ma apkaa bank sa baat kr rah hu please apna bank number bata da,S
aapka account hack ho gaya hai sahi karni kei liye OTP batayin,S
ghar wala theek ha,N
Baba kyaa krrhey hain?,N
Ap kaa bank account freeze ho gaya,S
mera bank ka masla hua wa aap aapna account number bhj sakta hu plz,S
maam plese aapna bank account number da da,S
mama uncle ku na bhaija ma khud a jao ga,N
hn yaar kasa ha,N
ma hospital ma hu mujha paisu ki zarurat ha,S
deye gaye number par rabta karke ainaam jete,S
AJ KAL KAHA HUTA HA,N
kia chail rahai hai,N
mera bank ke masla hua wa aap aapna account number bhaj sakta hu plese,S
Aap kyaa krrhi hin?,N
deye gaye number par rabta kerke ainaam jete,S
sir aapke total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
sir apke total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
hn yaar kesa h,N
ji achai tu apke naam hai card par chaila otp plz bhaij da,S
sir ap ki lottery nikla hai apna contact number shaire kr da,S
maam please apna bank account number da da,S
aoa uncle ma aapkaa cousin bat kr rahai hu mujhai paisa chaihiya,S
Hello ma kaasi hu ap,N
kia karna phir aga,N
maam please aapna bank account number da da,S
Hello ma kesi hu ap,N
ma apke daraz ke packegae kla raha hu plese location bata da,N
Ap ke lucky draw nikla ha aapna account number da da for transfer.,S
maam plese apna bank account number da da,S
meri beti ki tabiyat khrab h plese paisa bhj da,S
